30
160.504 26261.53402
93.137 9174.500769
41.967 2261.229089
131.075 17680.65563
191.708 37251.95726
117.531 14313.53596
137.354 19366.12132
62.217 4370.955089
126.498 16501.744
124.744 16061.06554
34.214 1670.597796
188.653 36089.95441
104.277 11373.69273
192.659 37617.49028
82.674 7334.990276
180.671 33142.01024
54.92 3516.2064
41.582 2229.062724
196.411 39077.28092
72.673 5781.364929
72.982 5826.372324
169.574 29255.34148
119.413 14759.46457
139.462 19949.64944
104.913 11506.73757
141.328 20473.60358
110.308 12667.85486
76.575 6363.730625
92.643 9082.725449
155.558 24698.29136
193.015 37754.79023
91.989 8961.976121
108.495 12271.16503
90.699 8726.308601
130.238 17461.93664
123.687 15798.47397
75.015 6127.250225
83.732 7511.047824
191.673 37238.53893
184.463 34526.59837
182.738 33893.17664
143.169 20997.36256
61.041 4226.003681
178.568 32386.53062
167.363 28510.37377
154.019 24221.85236
186.191 35167.08848
34.099 1662.741801
175.174 31185.93028
99.208 10342.22726
82.189 7255.031721
143.729 21158.02544
38.66 1994.5956
122.648 15542.5319
155.491 24677.45108
194.07 38163.1649
83.538 7478.597444
12.873 665.714129
36.936 1864.268096
79.508 6821.522064
51.05 3106.1025
73.942 5967.419364
113.303 13337.56981
152.67 23808.1289
69.299 5302.351401
152.011 23607.34412
185.705 34986.34703
50.486 3048.836196
100.429 10585.98404
101.89 10881.5721
118.659 14579.95828
132.238 17986.88864
19.531 881.459961
186.271 35196.88544
17.01 789.3401
169.101 29095.1482
29.922 1395.326084
98.967 10294.46709
134.038 18466.18544
172.657 30310.43965
198.506 39904.63204
79.292 6787.221264
26.439 1199.020721
26.326 1193.058276
93.873 9312.140129
64.309 4635.647481
92.72 9096.9984
57.766 3836.910756
98.355 10173.70603
98.764 10254.3277
40.984 2179.688256
187.931 35818.06076
12.966 668.117156
151.16 23349.3456
63.148 4487.669904
69.715 5360.181225
94.657 9459.947649
77.297 6474.826209
111.651 12965.9458
96.736 9857.853696
199.195 40178.64803
14.997 724.910009
69.152 5281.999104
112.089 13063.94392
121.704 15311.86362
75.423 6188.628929
119.922 14881.28608
138.338 19637.40224
54.945 3518.953025
100.588 10617.94574
108.807 12338.96325
86.779 8030.594841
26.115 1181.993225
55.151 3541.632801
99.613 10422.74977
170.145 29449.32103
20.919 937.604561
21.554 964.574916
75.698 6230.187204
26.623 1208.784129
139.818 20049.07312
110.271 12659.69344
113.885 13469.79323
116.191 14000.34848
159.401 25908.6788
46.261 2640.080121
161.286 26513.1738
99.908 10481.60846
18.115 828.153225
134.407 18565.24165
140.715 20300.71123
48.915 2892.677225
100.443 10588.79625
68.336 5169.808896
116.007 13957.62405
20.252 910.143504
81.65 7166.7225
176.145 31527.06103
189.956 36583.28194
115.067 13740.41449
54.472 3467.198784
100.113 10522.61277
39.525 2062.225625
127.524 16762.37058
30.956 1458.273936
45.644 2583.374736
192.324 37488.52098
150.595 23178.85403
188.555 36052.98803
16.504 772.382016
50.553 3055.605809
106.308 11801.39086
19.903 896.129409
33.259 1606.161081
75.805 6246.398025
111.931 13028.54876
189.495 36408.35503
150.574 23172.52948
133.12 18220.9344
48.081 2811.782561
191.644 37227.42274
16.288 765.298944
105.217 11570.61709
194.186 38208.2026
116.354 14038.25332
40.312 2125.057344
103.023 11113.73853
112.188 13086.14734
166.3 28155.69
116.325 14031.50563
186.962 35454.78944
196.512 39116.96614
60.509 4161.339081
108.564 12286.1421
56.147 3652.485609
65.749 4822.931001
167.791 28653.81968
86.36 7958.0496
30.26 1415.6676
17.07 791.3849
190.482 36783.39232
100.243 10548.65905
164.631 27603.36616
165.703 27957.48421
176.033 31487.61709
59.782 4073.887524
181.314 33374.7666
70.068 5409.524624
115.622 13868.44688
122.649 15542.7772
88.544 8340.039936
95.321 9586.093041
70.705 5499.197025
18.185 830.694225
162.105 26778.03103
142.414 20781.7474
170.829 29682.54724
117.074 14206.32148
197.273 39416.63653
64.95 4718.5025
125.512 16253.26214
140.195 20154.63803
91.455 8864.017025
117.407 14284.40365
113.393 13357.97245
53.183 3328.431489
183.675 34236.50563
178.675 32424.75563
67.019 4991.546361
40.071 2105.685041
76.154 6299.431716
75.842 6252.008964
186.08 35125.7664
70.579 5481.395241
110.49 12708.0401
167.145 28437.45103
187.99 35840.2401
157.71 25372.4441
75.986 6273.872196
181.41 33409.5881
48.924 2893.557776
84.475 7636.025625
64.924 4715.125776
15.649 744.891201
52.693 3276.552249
65.044 4730.721936
40.942 2176.247364
10.806 616.769636
51.199 3121.337601
128.511 17015.07712
130.047 17412.22221
171.772 30005.61998
62.732 4435.303824
67.478 5053.280484
140.246 20168.94052
103.823 11279.21533
