98
-2.878041 -2.2394861
-2.8207904 -2.0397598
-2.7592952 -2.6309724
-2.6963685 -2.8518024
-2.6385082 -2.166931
-2.5797204 -3.2425239
-2.5180719 -3.8557676
-2.4656775 -3.3860766
-2.4017367 -3.294823
-2.3390774 -3.3140675
-2.2795385 -2.9171638
-2.2186483 -2.6663871
-2.1623016 -2.9524565
-2.0998788 -2.5182995
-2.0389799 -2.1563921
-1.9810136 -1.5863988
-1.9193948 -1.9073096
-1.8607397 -1.6726193
-1.7970327 -1.6467396
-1.742626 -1.1911957
-1.6748463 -0.30394286
-1.6193431 -0.74253257
-1.5583775 -0.23921057
-1.4979153 0.49094885
-1.4409212 0.92558001
-1.3786279 1.2876288
-1.3172623 0.95805119
-1.2553638 1.6211995
-1.197551 1.9684452
-1.1416502 0.99838244
-1.0801214 1.5496329
-1.0259154 2.2133872
-0.9602664 1.923719
-0.90526058 1.7386141
-0.8402093 2.1316752
-0.7780571 1.8518066
-0.71756538 1.2159271
-0.65963338 1.4840545
-0.60034726 0.8961618
-0.53871947 1.1239869
-0.47982797 1.2861245
-0.41809618 1.5170153
-0.36424803 0.99538457
-0.29909566 0.8219381
-0.24295717 0.63958292
-0.17758144 0.29008701
-0.11720929 -0.065867502
-0.059214931 -0.075335519
1.41E-05 -0.20866915
0.059431729 -0.5007413
0.12439735 -0.41176548
0.17993548 -0.19051229
0.23893258 -1.0286497
0.29984805 0.28536774
0.3636934 -0.43596889
0.42105506 -0.030019219
0.48385637 -0.83504908
0.53935877 -0.05208197
0.6026218 -0.6009845
0.65972226 -0.23809315
0.72247837 -0.4464516
0.77860414 -0.001539644
0.83728378 -0.014180638
0.90126406 -0.74741393
0.95971039 -0.26661983
1.0161987 -0.29343086
1.0816396 0.57945583
1.1414502 0.33302771
1.2027106 0.17031379
1.2612802 0.21408334
1.3207585 0.13742589
1.3865517 0.30361295
1.4430817 0.12269426
1.5027562 -0.035974672
1.5601011 -0.36869103
1.6250318 0.26317275
1.6812095 -0.23912207
1.7426657 -0.26135019
1.7978797 0.019544645
1.8585339 -0.21131887
1.9208284 -0.66129613
1.9752259 -0.78018257
2.0398898 -0.76818114
2.0977374 -1.414147
2.1605158 -0.86316933
2.2183853 -1.2760757
2.2803063 -1.2975309
2.3377299 -1.588528
2.3988236 -1.6910553
2.4559455 -1.2603052
2.5159598 -1.1384049
2.5805067 -2.2562622
2.6365348 -1.5232889
2.7003717 -1.1348859
2.7645455 -1.5521593
2.8197829 -0.59882458
2.8770764 -0.5316139
2.9403095 -0.66205147
